,kode,Link Paket,Link Peserta,Nama Paket,Detail Paket,Tender,SPSE,Nilai Kontrak,K/L/PD,Link Tahapan,HPS
55,3004469,https://lpse.basarnas.go.id/eproc4/lelang/3004469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/3004469/peserta,"Penyedia Tenaga Alih Daya (Outsourching) Satpam, Pramubakti dan Alat Kebersihan",Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Ulang,spse 4.4,"  Rp. 1.705.423.104,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/3004469/jadwal,"1,7 M"
56,2996469,https://lpse.basarnas.go.id/eproc4/lelang/2996469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2996469/peserta,Pekerjaan Pengadaan Pakaian Dinas Pegawai Kantor Pusat Badan Nasional Pencarian Dan Pertolongan Tahun Anggaran 2022,Pengadaan Barang - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 634.603.200,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2996469/jadwal,"638,2 Jt"
57,2989469,https://lpse.basarnas.go.id/eproc4/lelang/2989469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2989469/peserta,Pekerjaan Spesial Inspection Untuk Pemeliharaan Kapal Penyelamatan (Rescue Boat) KN SAR Drupada 208 Kantor Pencarian Dan Pertolongan Banten,Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 2.149.218.500,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2989469/jadwal,"2,3 M"
58,2988469,https://lpse.basarnas.go.id/eproc4/lelang/2988469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2988469/peserta,Pengadaaan Penyediaan Tenaga Alih Daya Kantor Pencarian dan Pertolongan Surabaya,Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 2.311.239.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2988469/jadwal,"2,3 M"
59,2985469,https://lpse.basarnas.go.id/eproc4/lelang/2985469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2985469/peserta,Pekerjaan Periodic Inspection 50 Fhrs Dan Troubleshooting Pesawat Helikopter AW-139 No. Regristasi HR-1301 Badan Nasional Pencarian Dan Pertolongan,Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 3.952.648.700,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2985469/jadwal,4 M
60,2984469,https://lpse.basarnas.go.id/eproc4/lelang/2984469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2984469/peserta,Pengadaan Landing Craft/Rubber Boat,Pengadaan Barang - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 10.303.370.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2984469/jadwal,"10,4 M"
61,2979469,https://lpse.basarnas.go.id/eproc4/lelang/2979469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2979469/peserta,"Penyediaan Tenaga Alih Daya (Outsourching) Satpam, Pramubhakti dan Alat Kebersihan Kantor Pencarian dan Pertolongan Banda Aceh Tahun Anggaran 2022",Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 1.678.485.500,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2979469/jadwal,"1,7 M"
62,2977469,https://lpse.basarnas.go.id/eproc4/lelang/2977469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2977469/peserta,Pengadaan Tenaga Alih Daya (Outsourching),Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Ulang,spse 4.4,"  Rp. 1.689.955.360,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2977469/jadwal,"1,7 M"
63,2975469,https://lpse.basarnas.go.id/eproc4/lelang/2975469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2975469/peserta,"Penyedia Tenaga Alih Daya (Outsourching) Satpam, Pramubakti dan Alat Kebersihan",Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2975469/jadwal,"1,6 M"
64,2972469,https://lpse.basarnas.go.id/eproc4/lelang/2972469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2972469/peserta,Pekerjaan Pengadaan Alih Daya (Outsourching) Kantor Pencarian dan  Pertolongan Biak,Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 1.956.812.911,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2972469/jadwal,2 M
65,2969469,https://lpse.basarnas.go.id/eproc4/lelang/2969469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2969469/peserta,Penyediaan Tenaga Alih Daya (Outsourcing) Kantor Pencarian dan Pertolongan Nias Tahun Anggaran 2022,Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2969469/jadwal,"948,9 Jt"
66,2967469,https://lpse.basarnas.go.id/eproc4/lelang/2967469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2967469/peserta,Pengadaan Sarana SAR Rescue Car Tipe II,Pengadaan Barang - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Dibatalkan,spse 4.4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2967469/jadwal,"12,6 M"
67,2966469,https://lpse.basarnas.go.id/eproc4/lelang/2966469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2966469/peserta,PEKERJAAN PENGADAAN TENAGA ALIH DAYA (OUTSOURCING) KANTOR PENCARIAN DAN PERTOLONGAN PALU TAHUN 2022,Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Ulang,spse 4.4,"  Rp. 1.197.538.400,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2966469/jadwal,"1,2 M"
68,2964469,https://lpse.basarnas.go.id/eproc4/lelang/2964469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2964469/peserta,Penyediaan Tenaga Alih Daya (Outsourcing) Kantor Pencarian dan Pertolongan Gorontalo Tahun 2022,Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 1.388.069.680,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2964469/jadwal,"1,4 M"
69,2963469,https://lpse.basarnas.go.id/eproc4/lelang/2963469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2963469/peserta,PEKERJAAN PEMBUATAN 1 (SATU) PAKET IKLAN LAYANAN MASYARAKAT BADAN NASIONAL PENCARIAN DAN PERTOLONGAN TAHUN ANGGARAN 2022,Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 5.948.503.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2963469/jadwal,6 M
70,2960469,https://lpse.basarnas.go.id/eproc4/lelang/2960469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2960469/peserta,Belanja Jasa Lainnya (Outsourching),Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 498.683.400,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2960469/jadwal,"514,7 Jt"
71,2953469,https://lpse.basarnas.go.id/eproc4/lelang/2953469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2953469/peserta,PEKERJAAN PENGADAAN TENAGA ALIH DAYA (OUTSOURCING) KANTOR PENCARIAN DAN PERTOLONGAN PALU TAHUN 2022,Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Dibatalkan,spse 4.4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2953469/jadwal,"1,2 M"
72,2951469,https://lpse.basarnas.go.id/eproc4/lelang/2951469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2951469/peserta,PEKERJAAN PENATAAN RUANG SERBAGUNA LANTAI.15 GEDUNG KANTOR PUSAT BADAN NASIONAL PENCARIAN DAN PERTOLONGAN TAHUN ANGGARAN 2022,Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 1.894.101.110,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2951469/jadwal,"1,9 M"
73,2950469,https://lpse.basarnas.go.id/eproc4/lelang/2950469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2950469/peserta,"Penyedia Tenaga Alih Daya (Outsourching) Satpam, Pramubakti dan Alat Kebersihan",Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Dibatalkan,spse 4.4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2950469/jadwal,"1,7 M"
74,2947469,https://lpse.basarnas.go.id/eproc4/lelang/2947469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2947469/peserta,PEKERJAAN PENYEDIA TENAGA ALIH DAYA OUTSOURCHING KANTOR PENCARIAN DAN PERTOLONGAN PALEMBANG,Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Ulang,spse 4.4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2947469/jadwal,"1,8 M"
75,2942469,https://lpse.basarnas.go.id/eproc4/lelang/2942469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2942469/peserta,Penyedia Tenaga Alih Daya (Outsourching),Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 1.731.748.551,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2942469/jadwal,"1,7 M"
76,2941469,https://lpse.basarnas.go.id/eproc4/lelang/2941469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2941469/peserta,Pengadaan Tenaga Alih Daya (Outsourching),Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Dibatalkan,spse 4.4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2941469/jadwal,"1,7 M"
77,2936469,https://lpse.basarnas.go.id/eproc4/lelang/2936469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2936469/peserta,PENGADAAN PENYEDIA TENAGA ALIH DAYA (OUTSOURCHING) SATPAM DAN PRAMUBAKTI KANTOR PENCARIAN DAN PERTOLONGAN BANTEN TA. 2022,Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 1.065.370.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2936469/jadwal,"1,1 M"
78,2935469,https://lpse.basarnas.go.id/eproc4/lelang/2935469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2935469/peserta,Pengadaan Base Communication System,Pengadaan Barang - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 19.935.095.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2935469/jadwal,20 M
79,2932469,https://lpse.basarnas.go.id/eproc4/lelang/2932469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2932469/peserta,Pengadaan Perlengkapan Peserta Diklat Balai Pendidikan dan Pelatihan Badan Nasional Pencarian dan Pertolongan TA.2022,Pengadaan Barang - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 4.476.752.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2932469/jadwal,"4,6 M"
80,2930469,https://lpse.basarnas.go.id/eproc4/lelang/2930469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2930469/peserta,Pengadaan Penyedia Tenaga Alih Daya (Outsourcing) Kantor Pencarian dan Pertolongan Ambon Tahun 2022,Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 1.738.909.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2930469/jadwal,"1,7 M"
81,2928469,https://lpse.basarnas.go.id/eproc4/lelang/2928469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2928469/peserta,Pengadaan SRU Vehicle,Pengadaan Barang - TA 2022 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Dibatalkan,spse 4.4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2928469/jadwal,600 Jt
82,2926469,https://lpse.basarnas.go.id/eproc4/lelang/2926469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2926469/peserta,"Penyediaan Tenaga Alih Daya (Outsourching) Satpam, Tenaga Kebersihan (Pramubakti), Alat Kebersihan, dan Pakaian Tenaga Jasa Outsourching",Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Ulang,spse 4.4,"  Rp. 1.203.360.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2926469/jadwal,"1,2 M"
83,2914469,https://lpse.basarnas.go.id/eproc4/lelang/2914469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2914469/peserta,Pengadaan Jasa Lainnya Tenaga Alih Daya (Outsourcing) Kantor Pencarian dan Pertolongan Jakarta T.A. 2022,Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 2.731.633.350,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2914469/jadwal,"2,8 M"
84,2908469,https://lpse.basarnas.go.id/eproc4/lelang/2908469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2908469/peserta,"Penyedia Tenaga Alih Daya (Outsourcing) Satpam dan Pramubakti
Kantor Pencarian dan Pertolongan Kelas A Kupang T.A 2022",Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2908469/jadwal,"962,6 Jt"
85,2906469,https://lpse.basarnas.go.id/eproc4/lelang/2906469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2906469/peserta,Pembangunan Gudang Kantor Pencarian dan Pertolongan Mataram,Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 983.000.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2906469/jadwal,990 Jt
86,2898469,https://lpse.basarnas.go.id/eproc4/lelang/2898469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2898469/peserta,PENGADAAN PENYEDIA TENAGA ALIH DAYA (OUTSOURCHING) SATPAM DAN PRAMUBAKTI KANTOR PENCARIAN DAN PERTOLONGAN SORONG,Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Dibatalkan,spse 4.4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2898469/jadwal,"1,2 M"
87,2892469,https://lpse.basarnas.go.id/eproc4/lelang/2892469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2892469/peserta,Penyediaan Tenaga Alih Daya (Outsourcing),Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 1.588.900.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2892469/jadwal,"1,8 M"
88,2889469,https://lpse.basarnas.go.id/eproc4/lelang/2889469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2889469/peserta,PEKERJAAN PENYEDIA TENAGA ALIH DAYA OUTSOURCHING KANTOR PENCARIAN DAN PERTOLONGAN PALEMBANG,Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Dibatalkan,spse 4.4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2889469/jadwal,"1,8 M"
89,2888469,https://lpse.basarnas.go.id/eproc4/lelang/2888469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2888469/peserta,"PEKERJAAN PENYEDIA TENAGA ALIH DAYA (OUTSOURCING) SATUAN PENGAMAN,PRAMUBAKTI DAN ALAT KEBERSIHAN",Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 1.426.271.190,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2888469/jadwal,"1,4 M"
90,2881469,https://lpse.basarnas.go.id/eproc4/lelang/2881469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2881469/peserta,PENGADAAN TENAGA ALIH DAYA (OUTSOURCING) KANTOR PENCARIAN DAN PERTOLONGAN TANJUNGPINANG T.A. 2022,Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 1.362.580.961,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2881469/jadwal,"1,4 M"
91,2880469,https://lpse.basarnas.go.id/eproc4/lelang/2880469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2880469/peserta,Penyediaan Tenaga Alih Daya (Outsourching),Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 1.025.916.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2880469/jadwal,1 M
92,2879469,https://lpse.basarnas.go.id/eproc4/lelang/2879469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2879469/peserta,Pekerjaan Penyedia Tenaga Alih Daya (Outsourcing) Satuan pengamanan dan Pramubakti,Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 1.035.679.358,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2879469/jadwal,1 M
93,2878469,https://lpse.basarnas.go.id/eproc4/lelang/2878469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2878469/peserta,Penyedia Tenaga Alih Daya (Outsourching),Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 1.064.880.128,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2878469/jadwal,"1,1 M"
94,2877469,https://lpse.basarnas.go.id/eproc4/lelang/2877469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2877469/peserta,Penyediaan Tenaga Alih Daya (Outsourcing),Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 754.454.562,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2877469/jadwal,"794,7 Jt"
95,2874469,https://lpse.basarnas.go.id/eproc4/lelang/2874469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2874469/peserta,"Penyediaan Tenaga Alih Daya (Outsourching) Satpam, Tenaga Kebersihan (Pramubakti), Alat Kebersihan, dan Pakaian Tenaga Jasa Outsourching",Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Dibatalkan,spse 4.4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2874469/jadwal,"1,2 M"
96,2873469,https://lpse.basarnas.go.id/eproc4/lelang/2873469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2873469/peserta,Pekerjaan Jasa Penyedia Tenaga Alih Daya (Outsourching),Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 1.074.000.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2873469/jadwal,"1,1 M"
97,2872469,https://lpse.basarnas.go.id/eproc4/lelang/2872469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2872469/peserta,Biaya Tenaga Alih Daya (Outsourching) Kantor Pencarian dan Pertolongan Bengkulu,Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 795.540.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2872469/jadwal,"902,7 Jt"
98,2871469,https://lpse.basarnas.go.id/eproc4/lelang/2871469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2871469/peserta,Penyediaan Tenaga Ahli Daya (outsourching),Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,"Tender Dibatalkan, Tender Ulang",spse 4.4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2871469/jadwal,"1,5 M"
99,2870469,https://lpse.basarnas.go.id/eproc4/lelang/2870469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2870469/peserta,Penyediaan Tenaga Alih Daya (Outsourching),Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 1.468.595.298,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2870469/jadwal,"1,5 M"
100,2869469,https://lpse.basarnas.go.id/eproc4/lelang/2869469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2869469/peserta,"Penyediaan Tenaga Alih daya (Outsourcing) Satpam, Pramubakti, Pengemudi, dan Perlengkapan Outsourcing",Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 2.475.687.484,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2869469/jadwal,"2,5 M"
101,2868469,https://lpse.basarnas.go.id/eproc4/lelang/2868469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2868469/peserta,Pekerjaan Penyedia Tenaga Alih Daya (Outsourching) Kantor Pencarian dan Pertolongan Manado,Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 2.203.096.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2868469/jadwal,"2,2 M"
102,2867469,https://lpse.basarnas.go.id/eproc4/lelang/2867469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2867469/peserta,Data Maritime,Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,nan,spse 4.4,"  Rp. 2.950.662.000,00",Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2867469/jadwal,3 M
103,2865469,https://lpse.basarnas.go.id/eproc4/lelang/2865469/pengumumanlelang,https://lpse.basarnas.go.id/eproc4/lelang/2865469/peserta,Penyediaan Tenaga Ahli Daya (outsourching),Jasa Lainnya - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur,Tender Dibatalkan,spse 4.4,  Nilai Kontrak belum dibuat,Badan Nasional Pencarian dan Pertolongan,/eproc4/lelang/2865469/jadwal,"1,6 M"
